customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,issue_date
INDCUST003262,40,Employed,28.9,35000,647,1.8,28750,19694,0,0,1,Credit Card,Debt Consolidation,78750,18.9,0.563,2.25,0.17,0,2021-09-24
INDCUST003263,26,Employed,29.9,102500,316,16.1,53750,58036,0,1,0,Personal Loan,Debt Consolidation,358750,18.69,0.566,3.5,0.28,0,2019-09-02
INDCUST003264,64,Employed,17.4,112500,638,14.6,65000,13234,0,2,0,Personal Loan,Home Improvement,333750,12.33,0.118,2.967,0.063,0,2017-11-28
INDCUST003265,41,Employed,9.2,10000,363,3.0,11250,4491,0,2,0,Credit Card,Education,26250,20.65,0.449,2.625,0.185,0,2023-08-21
INDCUST003266,23,Employed,24.8,76250,808,8.3,76250,17449,0,0,1,Business Loan,Debt Consolidation,265000,19.04,0.229,3.475,0.182,0,2020-01-11
INDCUST003267,23,Employed,0.6,30000,871,4.6,43750,10586,0,0,0,Credit Card,Home Improvement,117500,11.26,0.353,3.917,0.173,0,2016-04-12
INDCUST003268,35,Employed,20.3,75000,607,14.4,48750,34011,1,1,0,Business Loan,Home Improvement,212500,14.87,0.453,2.833,0.213,0,2021-12-28
INDCUST003269,42,Employed,5.1,98750,571,18.5,101250,12759,0,0,0,Personal Loan,Home Improvement,281250,16.79,0.129,2.848,0.196,0,2016-01-02
INDCUST003270,40,Employed,2.2,118750,446,7.9,126250,40890,0,0,0,Business Loan,Home Improvement,321250,11.25,0.344,2.705,0.055,0,2016-04-28
INDCUST003271,40,Employed,6.7,22500,436,4.2,16250,3907,0,2,0,Personal Loan,Education,80000,11.04,0.174,3.556,0.134,0,2017-01-06
INDCUST003272,45,Employed,3.1,72500,738,13.4,105000,21268,0,0,0,Personal Loan,Business,176250,14.34,0.293,2.431,0.082,0,2015-03-18
INDCUST003273,33,Employed,4.6,35000,519,6.1,18750,3915,0,2,0,Personal Loan,Home Improvement,117500,18.02,0.112,3.357,0.186,0,2022-01-23
INDCUST003274,59,Employed,22.0,50000,531,4.6,73750,14957,0,2,0,Personal Loan,Debt Consolidation,103750,16.43,0.299,2.075,0.128,0,2016-10-30
INDCUST003275,64,Employed,12.7,12500,578,3.4,15000,4241,0,1,0,Personal Loan,Education,42500,12.78,0.339,3.4,0.176,0,2016-12-05
INDCUST003276,40,Employed,25.3,113750,578,5.3,70000,51775,0,0,0,Business Loan,Home Improvement,263750,20.45,0.455,2.319,0.161,0,2015-12-07
INDCUST003277,57,Employed,20.5,57500,442,12.2,41250,21740,0,2,1,Business Loan,Home Improvement,226250,16.92,0.378,3.935,0.115,0,2017-05-12
INDCUST003278,49,Employed,18.9,97500,751,11.5,146250,16858,0,1,0,Credit Card,Business,211250,21.36,0.173,2.167,0.154,0,2018-06-29
INDCUST003279,60,Employed,29.4,82500,353,1.9,77500,25521,0,0,0,Business Loan,Home Improvement,235000,17.87,0.309,2.848,0.091,0,2022-05-26
INDCUST003280,50,Employed,28.4,122500,664,9.2,176250,67859,0,2,1,Personal Loan,Home Improvement,332500,14.68,0.554,2.714,0.105,0,2017-11-24
INDCUST003281,46,Employed,17.9,92500,505,13.1,48750,22066,0,1,0,Credit Card,Business,332500,9.98,0.239,3.595,0.141,0,2018-02-11
INDCUST003282,52,Employed,24.6,53750,571,3.5,72500,12446,0,2,0,Business Loan,Business,207500,14.55,0.232,3.86,0.1,0,2024-05-19
INDCUST003283,26,Employed,1.0,122500,754,17.1,76250,42955,0,1,0,Personal Loan,Business,432500,9.77,0.351,3.531,0.259,0,2021-06-17
INDCUST003284,34,Employed,11.6,13750,858,14.3,13750,4268,0,2,1,Credit Card,Business,48750,14.25,0.31,3.545,0.211,0,2019-03-19
INDCUST003285,63,Employed,2.1,107500,641,2.8,113750,52972,0,1,0,Credit Card,Home Improvement,272500,20.89,0.493,2.535,0.137,0,2024-03-16
INDCUST003286,43,Employed,3.1,117500,592,7.3,72500,16855,0,0,0,Credit Card,Business,443750,10.87,0.143,3.777,0.192,0,2017-05-02
INDCUST003287,42,Employed,8.9,66250,432,16.8,73750,30525,0,2,0,Credit Card,Debt Consolidation,253750,21.59,0.461,3.83,0.294,0,2022-03-08
INDCUST003288,23,Employed,28.4,108750,558,2.0,73750,61411,0,0,0,Business Loan,Debt Consolidation,422500,12.66,0.565,3.885,0.111,0,2018-01-07
INDCUST003289,27,Employed,25.0,60000,547,13.7,30000,35184,0,2,0,Business Loan,Debt Consolidation,177500,11.73,0.586,2.958,0.214,0,2022-09-25
INDCUST003290,23,Employed,10.8,55000,732,11.2,55000,31047,0,2,1,Business Loan,Home Improvement,122500,17.83,0.564,2.227,0.069,0,2018-10-06
INDCUST003291,40,Employed,13.3,67500,784,12.6,81250,23528,0,0,0,Credit Card,Education,241250,21.01,0.349,3.574,0.266,0,2022-12-08
INDCUST003292,56,Employed,23.7,105000,605,11.2,113750,59042,0,2,0,Credit Card,Business,398750,18.64,0.562,3.798,0.223,0,2016-03-18
INDCUST003293,25,Employed,10.0,67500,688,5.3,43750,26758,0,2,0,Personal Loan,Education,243750,10.56,0.396,3.611,0.196,0,2019-03-19
INDCUST003294,62,Employed,20.3,117500,617,11.6,142500,41859,0,2,0,Business Loan,Business,401250,15.63,0.356,3.415,0.071,0,2016-12-14
INDCUST003295,50,Employed,21.7,10000,518,18.4,6250,2609,0,1,0,Personal Loan,Education,30000,17.66,0.261,3.0,0.164,0,2018-11-19
INDCUST003296,35,Employed,23.7,47500,390,9.4,57500,20857,1,0,0,Business Loan,Business,185000,11.93,0.439,3.895,0.251,0,2018-12-22
INDCUST003297,47,Employed,20.8,38750,370,17.8,35000,13773,0,1,0,Credit Card,Home Improvement,78750,9.71,0.355,2.032,0.045,0,2019-09-29
INDCUST003298,57,Employed,5.6,75000,802,19.4,95000,36895,0,2,0,Personal Loan,Business,266250,13.76,0.492,3.55,0.236,0,2017-05-07
INDCUST003299,37,Employed,24.3,85000,338,14.0,106250,16699,0,1,0,Personal Loan,Business,193750,10.24,0.196,2.279,0.076,0,2019-07-05
INDCUST003300,52,Employed,27.0,65000,658,3.6,70000,17026,0,2,0,Business Loan,Education,146250,13.1,0.262,2.25,0.046,0,2024-10-21
INDCUST003301,58,Employed,29.9,23750,595,1.5,21250,2710,0,0,0,Personal Loan,Education,83750,18.07,0.114,3.526,0.079,0,2021-04-14
INDCUST003302,43,Employed,11.7,45000,594,17.3,56250,20770,0,1,0,Personal Loan,Business,106250,18.18,0.462,2.361,0.124,0,2016-10-11
INDCUST003303,56,Employed,9.0,18750,611,11.7,26250,3528,0,0,0,Credit Card,Home Improvement,51250,21.69,0.188,2.733,0.157,0,2017-06-09
INDCUST003304,62,Employed,27.0,25000,799,12.5,12500,11538,0,0,1,Business Loan,Home Improvement,72500,10.13,0.462,2.9,0.136,0,2015-02-04
INDCUST003305,28,Employed,1.3,115000,497,10.6,133750,54766,0,2,0,Credit Card,Business,232500,13.15,0.476,2.022,0.087,0,2022-05-11
INDCUST003306,26,Employed,18.1,76250,456,4.6,110000,10132,0,1,1,Personal Loan,Debt Consolidation,198750,20.35,0.133,2.607,0.077,0,2016-09-07
INDCUST003307,32,Employed,26.3,3750,396,2.9,2500,1634,0,1,1,Credit Card,Home Improvement,6250,14.61,0.436,1.667,0.132,0,2015-02-17
INDCUST003308,50,Employed,22.1,10000,770,10.3,13750,3417,0,0,0,Business Loan,Business,28750,14.75,0.342,2.875,0.165,0,2022-11-03
INDCUST003309,51,Employed,23.9,41250,797,13.8,41250,21469,0,0,0,Personal Loan,Business,112500,18.39,0.52,2.727,0.073,0,2017-12-23
INDCUST003310,45,Employed,24.9,72500,586,14.9,75000,36504,0,0,0,Personal Loan,Debt Consolidation,233750,20.78,0.504,3.224,0.209,0,2023-01-21
INDCUST003311,36,Employed,28.2,106250,604,17.8,60000,63481,1,1,0,Credit Card,Business,292500,21.02,0.597,2.753,0.106,0,2017-09-03
INDCUST003312,43,Employed,4.3,51250,799,7.5,33750,22654,0,1,0,Personal Loan,Business,160000,21.91,0.442,3.122,0.107,0,2015-05-29
INDCUST003313,35,Employed,4.5,97500,763,19.9,83750,38250,0,0,0,Business Loan,Debt Consolidation,330000,19.03,0.392,3.385,0.25,0,2017-11-19
INDCUST003314,52,Employed,28.8,93750,725,2.2,88750,27029,0,2,0,Credit Card,Debt Consolidation,287500,19.93,0.288,3.067,0.229,0,2017-10-15
INDCUST003315,37,Employed,11.5,28750,336,18.4,18750,11140,0,1,0,Credit Card,Debt Consolidation,110000,20.17,0.387,3.826,0.143,0,2020-03-23
INDCUST003316,23,Employed,29.9,7500,495,3.6,3750,782,0,2,0,Business Loan,Home Improvement,28750,21.32,0.104,3.833,0.081,0,2023-02-18
INDCUST003317,39,Employed,2.0,36250,431,8.0,38750,20426,0,0,0,Personal Loan,Home Improvement,143750,17.72,0.563,3.966,0.314,0,2024-02-12
INDCUST003318,46,Employed,20.6,11250,415,3.9,8750,2828,0,2,0,Personal Loan,Education,27500,10.32,0.251,2.444,0.17,0,2021-03-24
INDCUST003319,51,Employed,8.0,112500,451,4.6,112500,39447,0,1,0,Personal Loan,Debt Consolidation,255000,16.22,0.351,2.267,0.125,0,2022-05-18
INDCUST003320,46,Employed,26.5,60000,489,11.1,45000,31044,1,2,0,Personal Loan,Education,178750,14.52,0.517,2.979,0.191,0,2023-11-20
INDCUST003321,29,Employed,7.1,20000,415,9.9,18750,6573,0,1,0,Personal Loan,Home Improvement,57500,20.91,0.329,2.875,0.134,0,2022-12-29
INDCUST003322,54,Employed,10.2,32500,425,13.6,27500,6120,0,1,0,Credit Card,Education,101250,17.63,0.188,3.115,0.167,0,2018-08-24
INDCUST003323,56,Employed,22.4,22500,453,19.4,20000,11362,1,0,0,Business Loan,Home Improvement,57500,11.15,0.505,2.556,0.055,0,2023-01-10
INDCUST003324,41,Employed,6.2,55000,634,17.3,53750,11032,0,2,0,Credit Card,Education,147500,13.57,0.201,2.682,0.202,0,2021-11-15
INDCUST003325,52,Employed,20.0,2500,519,4.1,3750,783,0,0,0,Credit Card,Debt Consolidation,3750,9.7,0.313,1.5,0.054,0,2017-07-04
INDCUST003326,33,Employed,14.9,10000,353,2.4,15000,4994,0,0,0,Personal Loan,Debt Consolidation,26250,9.6,0.499,2.625,0.166,0,2018-04-18
INDCUST003327,48,Employed,17.5,18750,767,15.3,17500,8530,1,2,0,Credit Card,Debt Consolidation,40000,19.8,0.455,2.133,0.13,0,2021-12-30
INDCUST003328,26,Employed,8.4,96250,473,13.3,80000,49810,0,1,0,Business Loan,Home Improvement,211250,12.26,0.518,2.195,0.103,0,2015-05-18
INDCUST003329,33,Employed,25.1,90000,801,6.2,90000,51976,0,2,1,Business Loan,Debt Consolidation,266250,9.41,0.578,2.958,0.163,0,2020-11-17
INDCUST003330,58,Employed,18.3,12500,543,2.2,12500,2208,0,1,0,Credit Card,Home Improvement,28750,19.14,0.177,2.3,0.114,0,2024-11-03
INDCUST003331,61,Employed,1.3,78750,714,15.2,106250,43261,0,1,0,Business Loan,Home Improvement,215000,17.1,0.549,2.73,0.166,0,2022-02-27
INDCUST003332,37,Employed,15.8,23750,830,8.7,26250,7986,0,1,1,Business Loan,Home Improvement,51250,17.9,0.336,2.158,0.105,0,2023-02-22
INDCUST003333,50,Employed,20.9,55000,401,16.4,30000,28620,0,1,0,Credit Card,Education,191250,14.68,0.52,3.477,0.092,0,2015-08-10
INDCUST003334,56,Employed,23.7,113750,518,18.0,71250,39854,0,1,0,Personal Loan,Debt Consolidation,330000,9.9,0.35,2.901,0.098,0,2016-04-15
INDCUST003335,36,Employed,2.7,11250,367,11.6,16250,1595,0,2,0,Credit Card,Debt Consolidation,28750,21.88,0.142,2.556,0.149,0,2022-12-26
INDCUST003336,50,Employed,11.4,57500,493,7.2,45000,13281,0,0,0,Credit Card,Business,150000,10.78,0.231,2.609,0.101,0,2023-03-01
INDCUST003337,48,Employed,2.6,117500,505,18.1,143750,50442,0,2,0,Business Loan,Business,283750,19.37,0.429,2.415,0.058,0,2017-02-06
INDCUST003338,22,Employed,19.5,86250,322,4.3,117500,14926,0,1,0,Credit Card,Education,331250,18.12,0.173,3.841,0.086,0,2017-01-11
INDCUST003339,44,Employed,12.8,3750,735,1.9,1250,1887,0,0,0,Business Loan,Home Improvement,11250,16.69,0.503,3.0,0.208,0,2020-12-08
INDCUST003340,43,Employed,7.0,23750,622,2.1,21250,7700,1,0,0,Personal Loan,Home Improvement,83750,14.52,0.324,3.526,0.121,0,2023-09-17
INDCUST003341,31,Employed,10.6,55000,513,14.3,71250,24142,0,1,0,Credit Card,Home Improvement,205000,15.36,0.439,3.727,0.166,0,2019-02-06
INDCUST003342,33,Employed,29.8,15000,585,3.5,11250,1773,0,1,0,Credit Card,Business,51250,18.7,0.118,3.417,0.143,0,2017-04-07
INDCUST003343,35,Employed,8.9,12500,813,11.4,10000,4646,0,0,0,Credit Card,Education,37500,20.2,0.372,3.0,0.132,0,2020-07-28
INDCUST003344,53,Employed,17.3,38750,622,12.9,20000,15049,1,0,0,Credit Card,Home Improvement,130000,13.9,0.388,3.355,0.085,0,2019-12-28
INDCUST003345,53,Employed,23.3,26250,899,5.0,27500,14891,0,0,1,Credit Card,Business,78750,9.84,0.567,3.0,0.141,0,2015-12-18
INDCUST003346,48,Employed,1.7,26250,459,2.6,15000,11276,0,0,0,Personal Loan,Home Improvement,58750,15.71,0.43,2.238,0.065,0,2018-10-06
INDCUST003347,39,Employed,2.1,117500,369,1.3,90000,36573,0,2,0,Business Loan,Debt Consolidation,416250,11.46,0.311,3.543,0.137,0,2023-08-11
INDCUST003348,27,Employed,13.4,121250,601,11.8,147500,67579,0,0,0,Personal Loan,Home Improvement,471250,19.85,0.557,3.887,0.237,0,2015-12-03
INDCUST003349,58,Employed,29.8,17500,703,14.6,11250,7598,0,1,0,Personal Loan,Home Improvement,33750,10.3,0.434,1.929,0.081,0,2017-07-29
INDCUST003350,29,Employed,23.6,58750,597,18.2,85000,8511,0,1,0,Personal Loan,Debt Consolidation,182500,21.22,0.145,3.106,0.106,0,2017-12-07
INDCUST003351,32,Employed,24.2,51250,670,11.8,76250,18756,0,1,0,Personal Loan,Education,166250,11.89,0.366,3.244,0.135,0,2019-01-08
INDCUST003352,45,Employed,20.6,15000,366,14.8,17500,8190,0,2,0,Business Loan,Home Improvement,35000,18.09,0.546,2.333,0.127,0,2023-02-15
INDCUST003353,44,Employed,24.5,98750,857,18.6,132500,31339,0,0,0,Personal Loan,Home Improvement,347500,9.7,0.317,3.519,0.272,0,2022-07-09
INDCUST003354,28,Employed,25.9,82500,401,5.5,41250,23815,0,0,0,Credit Card,Debt Consolidation,187500,12.75,0.289,2.273,0.05,0,2022-07-13
INDCUST003355,46,Employed,15.8,27500,437,19.8,25000,5230,1,1,0,Personal Loan,Education,110000,17.51,0.19,4.0,0.142,0,2018-05-06
INDCUST003356,48,Employed,25.7,68750,882,7.7,38750,16321,0,1,0,Credit Card,Debt Consolidation,220000,9.41,0.237,3.2,0.097,0,2021-07-03
INDCUST003357,62,Employed,26.1,63750,392,7.9,83750,8510,0,0,0,Credit Card,Debt Consolidation,193750,19.43,0.133,3.039,0.066,0,2020-03-24
INDCUST003358,32,Employed,22.0,48750,421,7.6,26250,14274,0,2,0,Credit Card,Business,96250,13.84,0.293,1.974,0.077,0,2018-02-03
INDCUST003359,33,Employed,24.9,2500,722,13.2,1250,1011,1,2,1,Business Loan,Business,5000,20.61,0.404,2.0,0.118,0,2020-02-17
INDCUST003360,51,Employed,15.9,72500,692,11.0,48750,36822,0,2,1,Credit Card,Education,183750,14.29,0.508,2.534,0.189,0,2020-07-15
INDCUST003361,25,Employed,4.5,103750,537,17.9,97500,55164,0,0,0,Credit Card,Business,258750,13.75,0.532,2.494,0.051,0,2021-06-05
INDCUST003362,52,Employed,26.4,32500,676,2.0,16250,9090,0,1,0,Credit Card,Business,68750,20.83,0.28,2.115,0.043,0,2022-12-22
INDCUST003363,23,Employed,25.1,26250,817,7.1,36250,3990,0,1,0,Personal Loan,Education,101250,14.37,0.152,3.857,0.084,0,2017-05-21
INDCUST003364,29,Employed,27.9,48750,433,10.5,28750,5406,1,2,0,Credit Card,Education,135000,9.61,0.111,2.769,0.188,0,2015-11-16
INDCUST003365,33,Employed,4.9,65000,524,7.3,57500,12721,0,1,0,Personal Loan,Education,203750,18.74,0.196,3.135,0.11,0,2022-08-08
INDCUST003366,57,Employed,6.5,97500,490,2.3,51250,39990,0,1,0,Personal Loan,Home Improvement,305000,9.67,0.41,3.128,0.196,0,2022-03-24
INDCUST003367,44,Employed,27.6,67500,595,14.1,61250,15283,0,1,0,Credit Card,Debt Consolidation,178750,21.67,0.226,2.648,0.101,0,2018-07-19
INDCUST003368,50,Employed,16.2,36250,835,8.3,17500,17061,0,0,0,Personal Loan,Debt Consolidation,137500,12.76,0.471,3.793,0.226,0,2020-10-22
INDCUST003369,52,Employed,1.2,88750,850,10.8,121250,17202,0,1,0,Credit Card,Education,353750,19.77,0.194,3.986,0.174,0,2016-09-14
INDCUST003370,34,Employed,11.0,10000,409,5.1,11250,2025,0,0,0,Credit Card,Business,31250,10.53,0.202,3.125,0.092,0,2020-01-27
INDCUST003371,44,Employed,17.5,42500,760,2.7,57500,19184,0,1,0,Business Loan,Business,160000,13.47,0.451,3.765,0.131,0,2022-02-07
INDCUST003372,49,Employed,29.1,85000,344,10.8,96250,41196,0,1,0,Credit Card,Debt Consolidation,220000,21.91,0.485,2.588,0.052,0,2016-06-30
INDCUST003373,30,Employed,17.4,87500,881,7.9,118750,46321,0,1,0,Personal Loan,Business,338750,17.36,0.529,3.871,0.161,0,2016-07-05
INDCUST003374,44,Employed,15.3,116250,600,8.5,67500,62807,0,0,0,Credit Card,Home Improvement,306250,14.76,0.54,2.634,0.071,0,2020-01-16
INDCUST003375,29,Employed,21.9,93750,790,6.7,73750,47863,0,1,0,Credit Card,Debt Consolidation,248750,10.98,0.511,2.653,0.167,0,2022-06-30
INDCUST003376,21,Employed,13.9,100000,392,8.7,75000,11993,0,2,0,Business Loan,Debt Consolidation,390000,17.25,0.12,3.9,0.24,0,2024-05-05
INDCUST003377,35,Employed,4.4,20000,748,15.1,12500,7299,0,1,0,Personal Loan,Debt Consolidation,51250,20.08,0.365,2.562,0.076,0,2016-08-20
INDCUST003378,30,Employed,28.1,83750,798,3.7,76250,19260,0,0,0,Business Loan,Education,235000,11.54,0.23,2.806,0.072,0,2024-01-08
INDCUST003379,27,Employed,16.6,47500,323,5.8,55000,18756,1,2,0,Personal Loan,Home Improvement,142500,14.25,0.395,3.0,0.119,0,2015-07-06
INDCUST003380,33,Employed,24.9,33750,413,6.9,32500,16204,0,0,0,Business Loan,Debt Consolidation,67500,10.0,0.48,2.0,0.133,0,2018-11-15
INDCUST003381,54,Employed,4.1,16250,733,16.0,22500,5468,0,2,0,Business Loan,Debt Consolidation,36250,18.63,0.336,2.231,0.167,0,2023-02-21
INDCUST003382,30,Employed,22.3,42500,543,10.6,56250,4301,1,1,0,Business Loan,Business,131250,21.34,0.101,3.088,0.13,0,2023-09-29
INDCUST003383,26,Employed,9.9,42500,757,1.3,37500,14673,0,0,0,Credit Card,Debt Consolidation,136250,21.47,0.345,3.206,0.156,0,2021-02-10
INDCUST003384,32,Employed,11.6,30000,464,6.6,23750,11119,0,2,0,Personal Loan,Education,85000,13.19,0.371,2.833,0.116,0,2022-02-24
INDCUST003385,28,Employed,7.5,23750,749,10.4,27500,3178,0,2,1,Credit Card,Home Improvement,86250,16.34,0.134,3.632,0.118,0,2015-12-08
INDCUST003386,48,Employed,22.1,8750,680,14.5,3750,3381,0,2,0,Business Loan,Debt Consolidation,27500,13.46,0.386,3.143,0.185,0,2021-04-02
INDCUST003387,61,Employed,17.0,86250,574,18.2,65000,51212,0,2,1,Personal Loan,Business,261250,15.55,0.594,3.029,0.194,0,2021-11-08
INDCUST003388,27,Employed,18.1,3750,774,2.2,5000,1046,0,2,0,Business Loan,Debt Consolidation,10000,11.75,0.279,2.667,0.201,0,2020-07-03
INDCUST003389,54,Employed,6.0,75000,387,18.9,83750,15033,0,0,0,Credit Card,Business,233750,20.46,0.2,3.117,0.113,0,2015-10-07
INDCUST003390,41,Employed,29.3,53750,397,2.1,71250,11491,0,2,0,Business Loan,Business,205000,21.22,0.214,3.814,0.106,0,2021-05-16
INDCUST003391,62,Employed,15.0,72500,816,11.2,98750,21387,0,2,0,Credit Card,Education,168750,10.3,0.295,2.328,0.11,0,2020-05-13
INDCUST003392,47,Employed,9.2,41250,845,18.4,40000,13248,0,1,0,Credit Card,Education,83750,17.37,0.321,2.03,0.045,0,2024-09-10
INDCUST003393,55,Employed,7.3,5000,743,4.3,3750,1477,0,2,0,Credit Card,Debt Consolidation,18750,16.14,0.295,3.75,0.286,0,2024-02-15
INDCUST003394,64,Employed,5.2,3750,418,13.7,2500,759,0,2,0,Personal Loan,Debt Consolidation,7500,14.97,0.202,2.0,0.04,0,2015-05-12
INDCUST003395,23,Employed,12.6,52500,466,13.4,58750,25422,0,1,0,Credit Card,Business,133750,9.18,0.484,2.548,0.134,0,2024-04-06
INDCUST003396,28,Employed,29.9,7500,335,5.3,5000,1072,0,1,0,Personal Loan,Business,28750,13.47,0.143,3.833,0.273,0,2020-06-01
INDCUST003397,60,Employed,10.4,55000,446,7.0,72500,7139,0,0,0,Business Loan,Education,190000,17.2,0.13,3.455,0.148,0,2021-12-19
INDCUST003398,25,Employed,13.1,115000,868,10.4,66250,56197,0,1,0,Credit Card,Debt Consolidation,367500,11.05,0.489,3.196,0.238,0,2022-01-13
INDCUST003399,30,Employed,21.3,86250,763,8.5,68750,13921,0,0,0,Personal Loan,Home Improvement,316250,17.54,0.161,3.667,0.264,0,2018-10-11
INDCUST003400,34,Employed,19.9,63750,527,11.2,58750,30924,0,2,0,Business Loan,Education,171250,10.98,0.485,2.686,0.178,0,2020-12-16
INDCUST003401,62,Employed,20.0,42500,741,11.2,46250,19764,0,2,0,Personal Loan,Home Improvement,158750,11.96,0.465,3.735,0.276,0,2024-08-24
INDCUST003402,33,Employed,2.0,107500,802,6.2,146250,57647,1,1,0,Business Loan,Home Improvement,335000,11.06,0.536,3.116,0.178,0,2020-07-09
INDCUST003403,58,Employed,27.8,115000,538,6.0,61250,11910,0,1,0,Credit Card,Education,361250,16.03,0.104,3.141,0.187,0,2016-10-06
INDCUST003404,32,Employed,9.6,60000,523,13.1,35000,7921,0,1,0,Personal Loan,Business,203750,15.59,0.132,3.396,0.15,0,2020-03-19
INDCUST003405,58,Employed,28.7,35000,381,15.1,18750,15000,0,2,0,Personal Loan,Education,103750,20.44,0.429,2.964,0.181,0,2020-09-20
INDCUST003406,40,Employed,11.5,42500,534,6.5,50000,11988,0,0,1,Credit Card,Debt Consolidation,87500,9.13,0.282,2.059,0.054,0,2019-04-12
INDCUST003407,52,Employed,24.6,10000,574,9.2,13750,2505,0,2,0,Business Loan,Business,27500,21.57,0.25,2.75,0.109,0,2017-07-11
INDCUST003408,39,Employed,20.0,51250,405,7.4,73750,24564,0,0,0,Personal Loan,Education,138750,21.24,0.479,2.707,0.115,0,2016-09-28
INDCUST003409,45,Employed,18.8,23750,542,12.3,26250,7774,0,1,0,Personal Loan,Business,47500,19.98,0.327,2.0,0.154,0,2020-01-15
INDCUST003410,25,Employed,22.8,83750,820,7.5,48750,35145,0,1,0,Business Loan,Home Improvement,317500,17.67,0.42,3.791,0.242,0,2023-09-09
INDCUST003411,58,Employed,20.2,65000,505,19.5,77500,27985,0,2,0,Business Loan,Debt Consolidation,167500,14.55,0.431,2.577,0.123,0,2015-03-27
INDCUST003412,39,Employed,3.6,83750,508,2.1,115000,19571,0,2,0,Business Loan,Debt Consolidation,205000,13.15,0.234,2.448,0.173,0,2021-03-24
INDCUST003413,51,Employed,26.8,58750,835,1.0,47500,12369,0,2,0,Business Loan,Home Improvement,187500,21.4,0.211,3.191,0.09,0,2021-08-25
INDCUST003414,26,Employed,24.1,75000,826,8.8,87500,10959,0,0,0,Business Loan,Debt Consolidation,275000,21.1,0.146,3.667,0.114,0,2022-01-02
INDCUST003415,53,Employed,20.5,81250,427,11.1,97500,26812,0,0,0,Personal Loan,Business,236250,11.43,0.33,2.908,0.12,0,2015-08-17
INDCUST003416,58,Employed,19.6,6250,890,8.5,5000,3635,0,0,0,Credit Card,Business,25000,9.55,0.582,4.0,0.285,0,2022-04-30
INDCUST003417,56,Employed,13.7,71250,333,19.9,102500,42592,0,2,0,Business Loan,Business,166250,20.08,0.598,2.333,0.157,0,2019-07-29
INDCUST003418,44,Employed,0.8,85000,679,7.3,82500,11029,0,2,0,Credit Card,Home Improvement,250000,15.68,0.13,2.941,0.152,0,2021-01-10
INDCUST003419,35,Employed,19.0,38750,805,4.2,35000,12224,1,1,0,Credit Card,Education,153750,15.94,0.315,3.968,0.161,0,2015-07-10
INDCUST003420,38,Employed,1.5,63750,826,9.3,33750,32765,0,0,0,Personal Loan,Education,137500,19.24,0.514,2.157,0.11,0,2023-05-19
INDCUST003421,56,Employed,7.9,78750,844,4.1,56250,18343,0,2,0,Business Loan,Business,298750,19.3,0.233,3.794,0.236,0,2020-05-04
INDCUST003422,46,Employed,25.6,55000,663,3.5,32500,6310,0,0,0,Credit Card,Home Improvement,176250,11.94,0.115,3.205,0.159,0,2024-05-27
INDCUST003423,52,Employed,4.2,101250,884,12.8,82500,11708,0,0,0,Credit Card,Education,273750,18.96,0.116,2.704,0.132,0,2016-08-27
INDCUST003424,46,Employed,14.6,13750,508,5.5,16250,1735,0,1,0,Business Loan,Education,46250,12.39,0.126,3.364,0.078,0,2017-05-12
INDCUST003425,37,Employed,23.4,30000,581,17.0,42500,4971,0,1,0,Credit Card,Education,86250,18.92,0.166,2.875,0.141,0,2015-12-11
INDCUST003426,36,Employed,19.5,87500,481,7.0,123750,42390,0,2,0,Personal Loan,Home Improvement,328750,9.98,0.484,3.757,0.145,0,2016-12-28
INDCUST003427,43,Employed,22.9,108750,543,11.9,158750,27678,0,0,0,Business Loan,Education,375000,14.0,0.255,3.448,0.194,0,2021-07-28
INDCUST003428,30,Employed,3.7,43750,448,6.6,45000,14638,0,2,0,Personal Loan,Home Improvement,157500,20.16,0.335,3.6,0.163,0,2022-06-26
INDCUST003429,58,Employed,20.1,20000,713,8.5,16250,8926,0,0,0,Personal Loan,Education,66250,20.45,0.446,3.312,0.15,0,2021-12-30
INDCUST003430,34,Employed,2.3,97500,493,18.6,116250,39486,0,2,0,Credit Card,Education,216250,20.0,0.405,2.218,0.071,0,2017-10-16
INDCUST003431,51,Employed,3.2,46250,819,2.2,38750,5787,0,1,0,Personal Loan,Education,115000,18.03,0.125,2.486,0.05,0,2019-01-01
INDCUST003432,46,Employed,24.1,5000,827,12.1,7500,2402,0,0,0,Personal Loan,Business,17500,18.2,0.48,3.5,0.075,0,2016-12-16
INDCUST003433,41,Employed,5.1,60000,398,1.0,80000,27271,1,0,0,Business Loan,Business,196250,9.45,0.455,3.271,0.202,0,2022-08-30
INDCUST003434,37,Employed,16.0,36250,692,3.5,50000,18370,0,0,0,Business Loan,Education,93750,19.8,0.507,2.586,0.082,0,2023-08-15
INDCUST003435,57,Employed,15.0,62500,509,9.0,61250,17140,0,1,0,Credit Card,Home Improvement,182500,17.84,0.274,2.92,0.122,0,2021-11-16
INDCUST003436,61,Employed,1.5,95000,439,2.2,132500,28425,0,2,0,Business Loan,Debt Consolidation,226250,13.5,0.299,2.382,0.075,0,2017-12-10
